timestamp,temperature,outlet_temp,delta_t,pump_speed,fan_speed,efficiency,power_consumption,coolant_flow,workload,status,scenario
2024-08-24 00:00:00,34.72332578493094,35.153519328713806,0.43019354378286323,22.95559225697108,17.088860952670288,86.63015636657595,43.019354378286465,5.377335535418265,10.0,Normal,idle
2024-08-24 00:05:00,34.848939240982375,35.283782072341204,0.4348428313588286,22.65540915659713,16.682984411061778,86.78236364169541,43.48428313588302,5.3593245493958275,10.0,Normal,idle
2024-08-24 00:10:00,35.236966357091134,35.67034225454117,0.43337589745003413,23.536385929232072,16.967097231675908,85.73082697793421,43.33758974500376,5.412183155753924,10.0,Normal,idle
2024-08-24 00:15:00,35.00922607931237,35.440993676413164,0.4317675971007944,21.940057066745386,18.54621961852553,87.27517180675616,43.17675971007925,5.316403424004723,10.0,Normal,idle
2024-08-24 00:20:00,35.200678109499755,35.69251225404829,0.4918341445485339,21.073517167089474,17.885347619027343,86.27765629893554,49.18341445485342,5.264411030025368,10.0,Normal,idle
2024-08-24 00:25:00,35.38001974350112,35.83181558840584,0.4517958449047157,21.45232739161673,18.89392470997158,86.00002009402667,45.17958449047161,5.287139643497004,10.0,Normal,idle
2024-08-24 00:30:00,34.83854507475152,35.299241387663706,0.4606963129121837,20.474328965400105,18.89745379358551,86.36700061648975,46.069631291218535,5.228459737924006,10.0,Normal,idle
2024-08-24 00:35:00,34.824576771881674,35.24820501915374,0.42362824727206316,22.81110530847092,16.101715094542623,85.8892160435461,42.362824727206146,5.3686663185082555,10.0,Normal,idle
2024-08-24 00:40:00,34.73970974791069,35.23471253056439,0.49500278265369957,22.084076150573647,17.774561137570224,86.32724334041616,49.500278265369865,5.325044569034419,10.0,Normal,idle
2024-08-24 00:45:00,35.161498021610754,35.604056388320046,0.4425583667092923,23.26335856452529,17.95955886903958,86.7772704847079,44.25583667092919,5.395801513871517,10.0,Normal,idle
2024-08-24 00:50:00,34.920312332345496,35.39185407165007,0.4715417393045769,23.654738831328665,18.655521036027242,88.49353183929557,47.15417393045799,5.419284329879719,10.0,Normal,idle
2024-08-24 00:55:00,35.12941954789662,35.597194954416565,0.467775406519948,23.165978552871493,19.248135922120674,86.1840777503994,46.7775406519949,5.389958713172289,10.0,Normal,idle
2024-08-24 01:00:00,35.29732549962102,35.75625124799115,0.45892574837013456,24.023433513503516,17.52609483473639,88.21553064465421,45.89257483701338,5.441406010810211,10.0,Normal,idle
2024-08-24 01:05:00,35.09256374578925,35.55762861250309,0.4650648667138384,21.88740238639854,19.891690686621992,87.10194583685458,46.50648667138386,5.313244143183912,10.0,Normal,idle
2024-08-24 01:10:00,35.40118898716743,35.864119087802926,0.46293010063549644,21.6343858325356,17.28515254831404,86.48364441816207,46.29301006354963,5.298063149952136,10.0,Normal,idle
2024-08-24 01:15:00,35.00153920312745,35.43863274008013,0.4370935369526805,22.903374258337347,19.028066291686766,88.26756817998037,43.70935369526836,5.374202455500241,10.0,Normal,idle
2024-08-24 01:20:00,35.23962981188829,35.71191464289683,0.4722848310085368,23.6592651594602,18.96227195497115,86.88423727774615,47.2284831008536,5.419555909567612,10.0,Normal,idle
2024-08-24 01:25:00,35.11456057766471,35.5803680601751,0.4658074825103853,22.22272967554781,17.688941160283456,85.97142774772749,46.58074825103828,5.333363780532869,10.0,Normal,idle
2024-08-24 01:30:00,35.41196843434269,35.86053314458748,0.4485647102447885,22.663524833065857,17.917394704972004,87.7941153525206,44.856471024478765,5.359811489983951,10.0,Normal,idle
2024-08-24 01:35:00,34.85205471566137,35.31444459952754,0.4623898838661731,21.825601753368254,17.76559469537762,83.91119474322447,46.23898838661728,5.3095361052020955,10.0,Normal,idle
2024-08-24 01:40:00,35.224720782365914,35.683128636433544,0.4584078540676302,23.869798683317516,18.338944394453907,86.26831028908292,45.84078540676332,5.432187920999051,10.0,Normal,idle
2024-08-24 01:45:00,35.114504355891114,35.588762086737695,0.4742577308465812,21.727839260144435,16.664892544984486,86.21062663880889,47.42577308465835,5.303670355608666,10.0,Normal,idle
2024-08-24 01:50:00,35.15439394491973,35.62694758133127,0.4725536364115399,22.96632636417722,17.9979159200511,84.90764352224465,47.255363641153814,5.377979581850633,10.0,Normal,idle
2024-08-24 01:55:00,35.16616411809598,35.6202008168582,0.4540366987622235,24.940094381751315,17.30509699812585,86.76180128053859,45.403669876222295,5.4964056629050795,10.0,Normal,idle
2024-08-24 02:00:00,34.97876721687255,35.41954408784404,0.4407768709714901,22.751956373154904,19.151489310987614,85.33343751634193,44.077687097148974,5.365117382389294,10.0,Normal,idle
2024-08-24 02:05:00,35.24004087752921,35.69474670427638,0.45470582674717264,21.59108287172055,18.391696170446586,86.76188750284282,45.47058267471744,5.2954649723032325,10.0,Normal,idle
2024-08-24 02:10:00,35.0914756345723,35.55473726371385,0.4632616291415488,22.702239044352467,18.851436068915294,86.85638917918382,46.326162914154885,5.3621343426611485,10.0,Normal,idle
2024-08-24 02:15:00,35.12065999543974,35.58914623269512,0.46848623725538374,23.8732536902478,20.051302758211765,87.84001433421355,46.84862372553853,5.432395221414868,10.0,Normal,idle
2024-08-24 02:20:00,35.04139421606926,35.51578751233939,0.4743932962701294,22.751992900965302,19.21906818574004,86.51655417955882,47.43932962701305,5.365119574057918,10.0,Normal,idle
2024-08-24 02:25:00,35.162416090870316,35.6139698878362,0.45155379696588227,23.75173778384716,17.542119882254248,86.44903962454832,45.1553796965885,5.42510426703083,10.0,Normal,idle
2024-08-24 02:30:00,35.363693563367285,35.803633353783994,0.43993979041670883,21.478665219106826,17.425001863810202,86.97349362600822,43.99397904167119,5.2887199131464095,10.0,Normal,idle
2024-08-24 02:35:00,35.00123108199269,35.47041365541237,0.4691825734196797,23.713455850611687,18.506005475256476,86.430165085054,46.918257341968015,5.422807351036701,10.0,Normal,idle
2024-08-24 02:40:00,35.330827034667685,35.85631961755413,0.525492582886443,21.878087413995804,19.963781079279848,84.91365731059577,52.54925828864411,5.312685244839749,10.0,Normal,idle
2024-08-24 02:45:00,35.18988299965331,35.65803253279558,0.4681495331422738,22.69126240525756,18.222220509688835,86.42354718779767,46.8149533142272,5.361475744315454,10.0,Normal,idle
2024-08-24 02:50:00,35.11998695827712,35.559789789875744,0.43980283159862665,22.987766683690605,18.548137187341172,86.09709395964803,43.980283159862644,5.379266001021437,10.0,Normal,idle
2024-08-24 02:55:00,35.03992354043892,35.49311604591129,0.4531925054723729,23.29405884438966,19.113511108235794,86.09653694187628,45.31925054723731,5.397643530663379,10.0,Normal,idle
2024-08-24 03:00:00,35.376808086329206,35.84859748857569,0.47178940224648613,21.787284436908156,18.65538150856577,85.93907113052644,47.1789402246489,5.307237066214489,10.0,Normal,idle
2024-08-24 03:05:00,34.83678372261339,35.31664885276991,0.47986513015651866,21.907512685107278,19.139746178209368,87.81574825727503,47.98651301565217,5.314450761106436,10.0,Normal,idle
